Target,Model,Family,Input_Block,Benchmark_Source,Primary_Metric,Mean_Primary,Std_Primary,Method_Group
Tg,Graph_GAT_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.8136520335234095,0.0402298425521064,GraphDescriptor_Fusion
Tg,Graph_SAGE_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.812332483235479,0.03716535388273,GraphDescriptor_Fusion
Tg,Graph_GCN_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.8091794468832783,0.0408613101814468,GraphDescriptor_Fusion
Tg,Graph_GINE_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.8076675836497185,0.0526645782400311,GraphDescriptor_Fusion
Tg,Graph_GIN_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.8048402727756312,0.0467314097302691,GraphDescriptor_Fusion
Tg,Graph_GIN_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.7926347922985217,0.0451815549718481,GraphDescriptor_Fusion
Tg,DescriptorProcess_MLPRegressor,descriptor_nn,DescriptorProcess,from_scratch_descriptor_process,R2,0.7219176189424752,0.1071992130640068,DescriptorProcess_OtherML
Tg,DescriptorProcess_RbfSVMRegressor,descriptor_kernel,DescriptorProcess,from_scratch_descriptor_process,R2,0.6702277771821052,0.0399200271828716,DescriptorProcess_OtherML
Tg,DescriptorProcess_ElasticNetRegressor,descriptor_linear,DescriptorProcess,from_scratch_descriptor_process,R2,0.655818078903127,0.0558865785262808,DescriptorProcess_OtherML
Tg,DescriptorProcess_BayesianRidgeRegressor,descriptor_linear,DescriptorProcess,from_scratch_descriptor_process,R2,0.6557818518096703,0.0555165258937139,DescriptorProcess_OtherML
Tg,DescriptorProcess_RidgeRegressor,descriptor_linear,DescriptorProcess,from_scratch_descriptor_process,R2,0.6495370966954649,0.0597331504995562,DescriptorProcess_OtherML
Tg,Graph_GINE_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.6319643564744277,0.0778167368486525,Plain_GNN
Tg,Graph_SAGE_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.6123821335814321,0.0809968343538628,Plain_GNN
Tg,Graph_GIN_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.6065346697015597,0.0714036987057429,Plain_GNN
Tg,Graph_GAT_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.5941509807097496,0.1109260727314477,Plain_GNN
Tg,Graph_SAGE_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.5930451819061555,0.1368948672092834,GraphDescriptor_Fusion
Tg,Graph_GCN_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.5856625709337194,0.0675729517922998,Plain_GNN
Tg,Graph_GCN_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.5601917567809787,0.1101261439318246,GraphDescriptor_Fusion
Tg,Graph_GAT_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,R2,0.4918899524913941,0.2296694007004072,GraphDescriptor_Fusion
UL94,DescriptorProcess_TabICLClassifier,descriptor_tabicl,DescriptorProcess,from_scratch_descriptor_process,AUC,0.9025997883363036,0.0100737950835192,DescriptorProcess_TabICL
UL94,DescriptorProcess_LightGBMClassifier,descriptor_boosting,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8768404541840834,0.0064543350798182,DescriptorProcess_Boosting
UL94,DescriptorProcess_TabPFNClassifier,descriptor_tabpfn,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8744256411236269,0.0082101459593282,DescriptorProcess_TabPFN
UL94,DescriptorProcess_CatBoostClassifier,descriptor_boosting,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8742544663906546,0.010521671987853,DescriptorProcess_Boosting
UL94,DescriptorProcess_XGBoostClassifier,descriptor_boosting,DescriptorProcess,from_scratch_descriptor_process,AUC,0.871236531039495,0.0076359053799445,DescriptorProcess_Boosting
UL94,DescriptorProcess_GradientBoostingClassifier,descriptor_boosting,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8580578239182168,0.0102317214372022,DescriptorProcess_Boosting
UL94,DescriptorProcess_RandomForestClassifier,descriptor_tree,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8489362386198673,0.0140375717755098,DescriptorProcess_Bagging
UL94,Graph_SAGE_Fusion_weighted_sum_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8441922433747759,0.0117111752178322,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_weighted_sum_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8429856292895215,0.009207651127029,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_weighted_sum_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8428770309637172,0.0101162169217258,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_weighted_sum_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8408168049395531,0.014866284469703,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_weighted_sum_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8401206050037169,0.0095652551780668,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8357507514745868,0.0041839790215315,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_weighted_sum,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8355120434167185,0.0122057189259038,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_weighted_sum_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8345005855748996,0.0103801575006887,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8339785152093014,0.0078244187056282,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_weighted_sum_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8330951502628008,0.0130816295270438,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_gated_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8328465268504466,0.00954109361714,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_weighted_sum,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.83259737600946,0.0128607004583484,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_weighted_sum,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.83202604054367,0.0107706901731722,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_film_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8319913650677627,0.0127123168656238,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_concat_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.83181519321704,0.0103683565186966,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_film_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8315151395996498,0.0097273761616449,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_film,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8312548841670807,0.0047783447468047,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8311124810945968,0.00665841979261,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_concat_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8310339784259664,0.010565187005122,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_weighted_sum_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8310266179700632,0.0085008312111328,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8308748367369135,0.0097945907230127,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_weighted_sum_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8307608662016527,0.0087595228613871,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8307567709532281,0.0059134270108255,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_attention_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8307565561191008,0.0142418086218302,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8305766387221718,0.0102365564634617,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8303836861560715,0.0072974039400931,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_gated_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8303809686128643,0.0058231664456261,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_gated_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.830378057122181,0.0127064348143238,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_film_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8302742941917707,0.0114797029226136,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8302504431550636,0.0137537387707283,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_attention_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8297439259665106,0.0112383005991384,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_attention_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8297348412497321,0.0134268347989055,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_concat_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8296597672469705,0.0119033395962967,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_concat_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8296312670044467,0.0127119021179929,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_attention_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.829499911559951,0.0133983739891482,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_weighted_sum_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8294926851583732,0.012565688806272,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_weighted_sum,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.829463779823317,0.0064575155381342,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_film_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8294434026435968,0.015355197387418,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_film_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8294267961283157,0.0061649362007594,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_film_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8294195530716679,0.0117699153279357,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_film,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8293651081362153,0.0125698817892416,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_concat_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8293627245624242,0.0135916108603225,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_gated_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8293545829457638,0.0135357266568071,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_concat_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8293503912932373,0.0098601524463014,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_concat_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8293282804672117,0.015526572035241,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_gated_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8291080804779056,0.0124095639008989,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_film_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8290492820048165,0.0151609352329496,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_gated_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8289417325686627,0.0134321631482926,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_attention_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.828868795134697,0.0110747161463563,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_attention_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.828568457404599,0.009944931952776,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_attention_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8285262858451826,0.0056172496946553,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8284627540771611,0.0052490919238481,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8284163284222685,0.0103945043495803,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_film_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8283633541240688,0.0078638198259786,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_weighted_sum_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8283361482571614,0.0132886700448297,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_concat_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8282239294880542,0.0076809461751366,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_gated_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8282192350368682,0.0103800110471867,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_concat_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8281245008904115,0.0112112551301394,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_concat_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8281193648357418,0.0072476702208983,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_concat_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279940569176762,0.0141049393730399,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_film_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279521866142975,0.0131438141190321,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_film_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279348424475952,0.0069847009978578,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_weighted_sum_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279322821781594,0.0092165745899848,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_attention_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279056669423488,0.0135267333591342,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_film_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8279048124884337,0.0098484781683636,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8277695967025263,0.0062154087004141,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_gated_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8277280604770654,0.0113591392291102,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_weighted_sum_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8276404486244366,0.0149496319944396,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_gated_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8276343748405021,0.01437844309984,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_attention_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8276254781035849,0.0112871929448273,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_attention_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8276196102566065,0.0099348920328534,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_concat,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8275908124471162,0.0091121297644215,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_film,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8273413829185255,0.0066955075425911,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_gated_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8273117232227272,0.0155743234257406,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_film_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8272952891715093,0.0135332902816441,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_attention_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8271040303771983,0.0125064657512702,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_attention_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8270991139307476,0.015652741271901,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_weighted_sum_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8270058479259956,0.0164735802249569,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8269843966841416,0.0113802724078671,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_concat_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8269810235713401,0.0156825284888199,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_concat_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.82696808892935,0.0152971948821701,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_gated_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8268728021275262,0.0124892846726011,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_attention,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8268377118481499,0.0095010821466988,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_gated_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8268060917366895,0.0133726103408456,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_film_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8267828241699418,0.0131984650474869,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_film_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8266801494069362,0.0108990795341379,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_attention_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8264867268640572,0.0083021128559929,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_weighted_sum,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8264816368685223,0.0089971121369558,GraphDescriptor_Fusion
UL94,DescriptorProcess_ExtraTreesClassifier,descriptor_tree,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8260186204984221,0.012798998988276,DescriptorProcess_Bagging
UL94,Graph_GCN_Fusion_weighted_sum_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8259970359075062,0.0133713584547356,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_gated,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8258405046158522,0.0172701405450394,GraphDescriptor_Fusion
UL94,DescriptorProcess_RbfSVMClassifier,descriptor_kernel,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8257441553616175,0.0105853662835747,DescriptorProcess_OtherML
UL94,Graph_GCN_Fusion_gated_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8257433894996543,0.0046142788922979,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_film,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8257057897840687,0.0130080314103735,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_concat_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8255968191876126,0.0098857624871673,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_concat_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8253443514921553,0.0088633689783348,GraphDescriptor_Fusion
UL94,Graph_GCN_Fusion_film_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8251890899461447,0.0114591757415075,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_gated_chem_balanced_wide,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8248533106611718,0.0130010872399025,GraphDescriptor_Fusion
UL94,Graph_GINE_Fusion_gated_chem_balanced_deep,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8245084772027573,0.0075489052942363,GraphDescriptor_Fusion
UL94,Graph_GIN_Fusion_attention_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.823819607939002,0.0092359805541256,GraphDescriptor_Fusion
UL94,Graph_SAGE_Fusion_film,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8230979437574671,0.0098148317835754,GraphDescriptor_Fusion
UL94,Graph_GAT_Fusion_attention_chem_balanced_balanced,chem_aware_balanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.8227607365308117,0.0106827802029955,GraphDescriptor_Fusion
UL94,DescriptorProcess_MLPClassifier,descriptor_nn,DescriptorProcess,from_scratch_descriptor_process,AUC,0.8150069900840379,0.0243070932570422,DescriptorProcess_OtherML
UL94,DescriptorProcess_LogisticRegressionClassifier,descriptor_linear,DescriptorProcess,from_scratch_descriptor_process,AUC,0.7927272609252051,0.011097972797754,DescriptorProcess_OtherML
UL94,DescriptorProcess_RidgeClassifier,descriptor_linear,DescriptorProcess,from_scratch_descriptor_process,AUC,0.7837542735173494,0.0115030015509605,DescriptorProcess_OtherML
UL94,Graph_GCN_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.6201414238954227,0.021350114634068,Plain_GNN
UL94,Graph_SAGE_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.6196822092756088,0.0219291012223007,Plain_GNN
UL94,Graph_GAT_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.6185910447717793,0.0163604381890135,Plain_GNN
UL94,Graph_GINE_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.6178486145933046,0.0331949670270574,Plain_GNN
UL94,Graph_GIN_Fusion_graph_only,advanced_gnn_fusion,GraphAndProcess,from_scratch_gnn_fusion,AUC,0.6164405230959273,0.0177419212382887,Plain_GNN
